zip_code,cases,cases_norm
97002,13,23.1
97003,75,29.0
97004,10,22.8
97005,66,26.5
97006,128,20.3
97007,96,14.3
97008,45,15.5
97009,14,18.0
97013,127,56.0
97014,1–9,n/a
97015,40,20.5
97016,1–9,n/a
97017,1–9,n/a
97018,1–9,n/a
97019,1–9,n/a
97021,0,0.0
97022,1–9,n/a
97023,10,10.2
97024,109,106.4
97026,51,133.7
97027,29,23.9
97030,158,43.1
97031,81,44.1
97032,44,87.2
97034,26,13.8
97035,41,17.1
97038,53,35.1
97040,1–9,n/a
97041,1–9,n/a
97042,11,37.6
97045,137,26.7
97048,1–9,n/a
97049,0,0.0
97051,1–9,n/a
97053,1–9,n/a
97054,0,0.0
97055,21,12.1
97056,13,11.3
97058,85,42.8
97060,81,38.2
97062,107,39.0
97063,0,0.0
97064,1–9,n/a
97067,0,0.0
97068,25,8.8
97070,43,20.5
97071,325,112.8
97078,99,46.2
97080,153,37.4
97086,58,22.3
97089,23,19.2
97101,1–9,n/a
97103,28,16.6
97106,1–9,n/a
97107,0,0.0
97110,0,0.0
97111,0,0.0
97112,0,0.0
97113,140,98.9
97114,12,25.2
97115,1–9,n/a
97116,140,58.1
97119,1–9,n/a
97121,1–9,n/a
97123,256,57.5
97124,128,26.5
97127,1–9,n/a
97128,54,14.9
97131,1–9,n/a
97132,48,17.0
97133,1–9,n/a
97136,1–9,n/a
97137,1–9,n/a
97138,1–9,n/a
97140,39,16.6
97141,1–9,n/a
97146,16,27.1
97148,1–9,n/a
97201,23,14.9
97202,47,12.1
97203,117,37.7
97204,1–9,n/a
97205,1–9,n/a
97206,112,23.5
97209,46,30.8
97210,13,11.9
97211,72,23.0
97212,32,13.3
97213,63,21.6
97214,67,28.1
97215,20,12.2
97216,49,31.4
97217,75,23.9
97218,40,27.5
97219,86,22.2
97220,102,35.8
97221,12,10.3
97222,88,25.2
97223,106,22.7
97224,60,19.3
97225,46,19.0
97227,1–9,n/a
97229,72,12.4
97230,182,45.8
97231,1–9,n/a
97232,15,13.1
97233,293,74.4
97236,370,100.4
97239,1–9,n/a
97266,130,39.0
97267,79,25.6
97301,216,40.4
97302,103,27.7
97303,175,45.3
97304,107,37.6
97305,227,56.5
97306,98,35.8
97317,98,40.2
97321,41,16.4
97322,56,16.5
97324,0,0.0
97325,20,30.2
97327,1–9,n/a
97330,51,12.3
97331,1–9,n/a
97333,16,7.5
97338,14,7.0
97341,1–9,n/a
97344,0,0.0
97347,1–9,n/a
97348,1–9,n/a
97351,23,22.3
97352,10,17.8
97355,51,17.8
97358,0,0.0
97360,1–9,n/a
97361,13,11.5
97362,19,43.8
97365,298,277.4
97366,1–9,n/a
97367,12,12.7
97368,1–9,n/a
97370,12,14.5
97374,1–9,n/a
97375,1–9,n/a
97376,0,0.0
97378,1–9,n/a
97380,1–9,n/a
97381,46,31.3
97383,28,29.2
97385,15,46.1
97386,1–9,n/a
97389,1–9,n/a
97391,10,18.7
97392,13,25.0
97394,1–9,n/a
97396,1–9,n/a
97401,47,11.6
97402,47,9.3
97403,14,12.0
97404,14,4.3
97405,24,5.4
97408,1–9,n/a
97411,0,0.0
97415,1–9,n/a
97417,1–9,n/a
97419,0,0.0
97420,1–9,n/a
97423,1–9,n/a
97424,1–9,n/a
97426,1–9,n/a
97431,0,0.0
97435,1–9,n/a
97437,0,0.0
97438,1–9,n/a
97439,1–9,n/a
97442,0,0.0
97443,0,0.0
97444,1–9,n/a
97446,1–9,n/a
97448,1–9,n/a
97449,0,0.0
97452,0,0.0
97454,0,0.0
97455,1–9,n/a
97456,0,0.0
97457,1–9,n/a
97458,0,0.0
97459,33,23.4
97462,1–9,n/a
97463,1–9,n/a
97465,0,0.0
97467,1–9,n/a
97469,1–9,n/a
97470,12,6.0
97471,11,3.8
97477,16,4.3
97478,25,6.8
97479,1–9,n/a
97487,1–9,n/a
97488,1–9,n/a
97495,1–9,n/a
97496,1–9,n/a
97497,0,0.0
97498,0,0.0
97499,0,0.0
97501,37,8.8
97502,27,9.7
97503,20,19.0
97504,32,7.2
97520,11,4.5
97523,1–9,n/a
97524,1–9,n/a
97525,1–9,n/a
97526,23,6.7
97527,13,3.9
97530,1–9,n/a
97532,1–9,n/a
97535,1–9,n/a
97537,1–9,n/a
97538,0,0.0
97539,1–9,n/a
97540,1–9,n/a
97541,0,0.0
97544,0,0.0
97601,48,21.4
97603,47,15.9
97623,1–9,n/a
97624,1–9,n/a
97630,18,35.3
97632,1–9,n/a
97633,1–9,n/a
97641,0,0.0
97701,61,10.3
97702,61,15.0
97703,32,9.6
97707,1–9,n/a
97708,1–9,n/a
97720,1–9,n/a
97734,10,35.9
97738,0,0.0
97739,1–9,n/a
97741,47,39.5
97753,0,0.0
97754,13,7.0
97756,48,14.3
97759,1–9,n/a
97760,1–9,n/a
97761,77,193.1
97801,90,41.8
97813,1–9,n/a
97814,1–9,n/a
97818,50,120.2
97820,0,0.0
97824,1–9,n/a
97826,1–9,n/a
97827,1–9,n/a
97828,1–9,n/a
97836,1–9,n/a
97838,474,187.0
97844,47,123.5
97845,1–9,n/a
97846,1–9,n/a
97850,308,181.7
97862,18,15.4
97865,0,0.0
97868,1–9,n/a
97869,0,0.0
97875,24,92.0
97882,122,157.2
97883,1–9,n/a
97885,1–9,n/a
97886,1–9,n/a
97913,35,63.3
97914,148,77.1
97918,26,57.3
