zip_code,cases,cases_norm
97002,52,924.8
97003,293,1132.0
97004,25,569.7
97005,357,1433.4
97006,427,677.4
97007,405,604.9
97008,237,818.1
97009,81,1043.5
97013,314,1384.0
97014,1-9,n/a
97015,235,1203.8
97016,37,608.3
97017,1-9,n/a
97018,13,666.0
97019,38,1202.2
97021,1-9,n/a
97022,33,886.6
97023,61,620.4
97024,280,2733.8
97026,134,3512.5
97027,67,552.3
97030,596,1624.3
97031,203,1104.8
97032,121,2399.4
97034,90,476.1
97035,116,485.1
97038,121,800.6
97040,10,803.9
97041,41,1455.4
97042,23,786.9
97045,418,813.9
97048,53,792.1
97049,1-9,n/a
97051,77,482.5
97053,1-9,n/a
97054,1-9,n/a
97055,91,524.5
97056,51,443.6
97058,293,1477.0
97060,316,1488.7
97062,324,1181.0
97063,1-9,n/a
97064,12,346.4
97067,14,654.8
97068,118,416.9
97070,186,887.5
97071,1150,3992.6
97078,309,1441.8
97080,647,1582.4
97086,281,1080.4
97089,121,1009.5
97101,30,790.7
97103,80,474.5
97106,33,725.3
97107,0,0.0
97110,1-9,n/a
97111,19,602.0
97112,0,0.0
97113,349,2465.6
97114,58,1218.0
97115,33,797.3
97116,360,1493.5
97119,25,565.6
97121,12,867.7
97123,715,1605.4
97124,438,905.9
97127,37,989.3
97128,493,1364.1
97131,1-9,n/a
97132,218,770.9
97133,14,350.0
97136,1-9,n/a
97137,1-9,n/a
97138,30,299.4
97140,104,443.0
97141,43,327.2
97146,87,1473.3
97148,19,557.8
97201,95,613.5
97202,187,482.4
97203,387,1246.7
97204,10,965.3
97205,29,377.2
97206,351,737.5
97209,163,1090.3
97210,54,496.0
97211,235,751.9
97212,111,460.1
97213,175,598.9
97214,166,697.1
97215,116,708.4
97216,207,1327.4
97217,232,738.0
97218,218,1497.1
97219,220,568.3
97220,396,1389.7
97221,59,507.3
97222,268,766.2
97223,325,695.9
97224,222,713.3
97225,165,682.5
97227,40,1039.8
97229,290,498.1
97230,628,1579.8
97231,21,490.7
97232,59,514.3
97233,1010,2565.6
97236,898,2436.8
97239,94,664.3
97266,467,1402.4
97267,227,736.1
97301,936,1748.9
97302,286,770.2
97303,523,1352.7
97304,350,1230.1
97305,949,2362.1
97306,297,1085.5
97317,354,1453.5
97321,166,665.9
97322,267,784.4
97324,1-9,n/a
97325,50,756.0
97327,1-9,n/a
97330,194,467.8
97331,28,1162.8
97333,91,425.7
97338,74,369.2
97341,1-9,n/a
97344,1-9,n/a
97347,10,532.5
97348,1-9,n/a
97351,110,1067.2
97352,25,446.1
97355,173,604.6
97358,1-9,n/a
97360,1-9,n/a
97361,79,701.7
97362,72,1659.8
97365,323,3006.3
97366,10,684.9
97367,97,1030.2
97368,1-9,n/a
97370,47,568.3
97374,23,436.8
97375,16,1278.0
97376,1-9,n/a
97378,31,349.0
97380,13,530.8
97381,149,1012.8
97383,79,824.0
97385,27,829.0
97386,38,280.1
97389,15,895.0
97391,28,524.0
97392,46,886.1
97394,1-9,n/a
97396,1-9,n/a
97401,465,1147.6
97402,312,619.8
97403,136,1170.2
97404,174,539.5
97405,132,295.7
97408,79,674.6
97411,1-9,n/a
97415,45,320.3
97417,1-9,n/a
97419,1-9,n/a
97420,123,447.7
97423,13,190.9
97424,63,358.1
97426,26,267.6
97431,1-9,n/a
97435,1-9,n/a
97437,1-9,n/a
97438,1-9,n/a
97439,30,209.2
97442,1-9,n/a
97443,1-9,n/a
97444,1-9,n/a
97446,48,997.5
97448,44,359.4
97449,1-9,n/a
97452,1-9,n/a
97454,1-9,n/a
97455,12,472.8
97456,12,402.0
97457,39,382.1
97458,1-9,n/a
97459,65,461.1
97462,14,355.5
97463,13,335.3
97465,1-9,n/a
97467,1-9,n/a
97469,1-9,n/a
97470,59,295.2
97471,80,274.9
97477,185,501.7
97478,211,570.1
97479,50,526.0
97487,44,520.8
97488,1-9,n/a
97495,1-9,n/a
97496,14,183.4
97497,0,0.0
97498,1-9,n/a
97499,1-9,n/a
97501,525,1246.5
97502,158,570.5
97503,188,1785.7
97504,308,693.0
97520,79,322.9
97523,15,239.5
97524,91,629.4
97525,21,456.4
97526,106,309.9
97527,102,302.6
97530,20,289.2
97532,1-9,n/a
97535,31,614.2
97537,22,318.0
97538,1-9,n/a
97539,1-9,n/a
97540,50,630.5
97541,1-9,n/a
97544,0,0.0
97601,139,618.9
97603,182,616.4
97623,1-9,n/a
97624,28,800.0
97630,34,667.2
97632,1-9,n/a
97633,13,955.2
97641,0,0.0
97701,270,457.7
97702,322,793.4
97703,160,482.1
97707,13,223.6
97708,1-9,n/a
97720,1-9,n/a
97734,31,1112.7
97738,1-9,n/a
97739,24,217.8
97741,205,1721.0
97753,1-9,n/a
97754,78,419.9
97756,208,619.9
97759,35,556.1
97760,36,532.8
97761,339,8502.6
97801,744,3457.1
97813,10,768.0
97814,103,831.9
97818,375,9016.6
97820,0,0.0
97824,11,662.3
97826,28,2580.6
97827,22,837.1
97828,18,576.2
97836,12,605.1
97838,1628,6423.1
97844,139,3652.1
97845,1-9,n/a
97846,1-9,n/a
97850,389,2294.3
97862,174,1491.5
97865,1-9,n/a
97868,25,1255.7
97869,1-9,n/a
97875,136,5210.7
97882,489,6301.5
97883,11,444.8
97885,14,1012.3
97886,13,1140.4
97913,305,5518.4
97914,1359,7076.3
97918,146,3218.0
