zip_code,cases,cases_norm
97002,47,835.9
97003,224,865.4
97004,20,455.8
97005,288,1156.3
97006,331,525.1
97007,291,434.6
97008,188,649.0
97009,61,785.9
97013,254,1119.5
97014,1-9,n/a
97015,165,845.2
97016,21,345.2
97017,1-9,n/a
97018,1-9,n/a
97019,34,1075.6
97021,1-9,n/a
97022,18,483.6
97023,46,467.9
97024,220,2148.0
97026,113,2962.0
97027,50,412.2
97030,464,1264.5
97031,186,1012.2
97032,109,2161.4
97034,65,343.8
97035,80,334.6
97038,96,635.2
97040,10,803.9
97041,32,1136.0
97042,17,581.6
97045,292,568.5
97048,26,388.6
97049,1-9,n/a
97051,45,282.0
97053,1-9,n/a
97054,1-9,n/a
97055,69,397.7
97056,28,243.5
97058,205,1033.4
97060,237,1116.6
97062,257,936.8
97063,1-9,n/a
97064,1-9,n/a
97067,13,608.0
97068,82,289.7
97070,149,711.0
97071,984,3416.3
97078,248,1157.2
97080,497,1215.5
97086,199,765.1
97089,81,675.8
97101,25,658.9
97103,47,278.8
97106,27,593.4
97107,0,0.0
97110,1-9,n/a
97111,15,475.3
97112,0,0.0
97113,261,1843.9
97114,46,966.0
97115,22,531.5
97116,263,1091.1
97119,15,339.4
97121,1-9,n/a
97123,562,1261.9
97124,333,688.7
97127,23,615.0
97128,379,1048.7
97131,1-9,n/a
97132,149,526.9
97133,13,325.0
97136,1-9,n/a
97137,1-9,n/a
97138,18,179.6
97140,85,362.1
97141,29,220.7
97146,24,406.4
97148,18,528.5
97201,62,400.4
97202,157,405.0
97203,318,1024.4
97204,1-9,n/a
97205,20,260.1
97206,279,586.2
97209,118,789.3
97210,41,376.6
97211,173,553.5
97212,81,335.7
97213,135,462.0
97214,137,575.3
97215,102,622.9
97216,152,974.7
97217,172,547.1
97218,175,1201.8
97219,149,384.9
97220,287,1007.2
97221,37,318.1
97222,198,566.1
97223,254,543.9
97224,159,510.9
97225,121,500.5
97227,18,467.9
97229,210,360.7
97230,492,1237.7
97231,18,420.6
97232,39,340.0
97233,742,1884.8
97236,738,2002.6
97239,68,480.6
97266,353,1060.1
97267,160,518.8
97301,705,1317.3
97302,211,568.3
97303,403,1042.3
97304,276,970.0
97305,717,1784.6
97306,221,807.7
97317,254,1042.9
97321,110,441.3
97322,163,478.9
97324,1-9,n/a
97325,37,559.4
97327,1-9,n/a
97330,130,313.5
97331,1-9,n/a
97333,52,243.3
97338,52,259.4
97341,1-9,n/a
97344,1-9,n/a
97347,1-9,n/a
97348,1-9,n/a
97351,85,824.7
97352,18,321.2
97355,95,332.0
97358,0,0.0
97360,1-9,n/a
97361,56,497.4
97362,53,1221.8
97365,315,2931.9
97366,10,684.9
97367,85,902.7
97368,1-9,n/a
97370,31,374.8
97374,12,227.9
97375,12,958.5
97376,1-9,n/a
97378,29,326.5
97380,13,530.8
97381,106,720.5
97383,53,552.8
97385,21,644.8
97386,17,125.3
97389,1-9,n/a
97391,18,336.8
97392,32,616.5
97394,1-9,n/a
97396,1-9,n/a
97401,123,303.5
97402,152,301.9
97403,27,232.3
97404,75,232.5
97405,66,147.8
97408,39,333.0
97411,1-9,n/a
97415,20,142.3
97417,1-9,n/a
97419,1-9,n/a
97420,57,207.5
97423,13,190.9
97424,34,193.2
97426,16,164.7
97431,1-9,n/a
97435,1-9,n/a
97437,1-9,n/a
97438,1-9,n/a
97439,22,153.4
97442,1-9,n/a
97443,1-9,n/a
97444,1-9,n/a
97446,23,478.0
97448,13,106.2
97449,0,0.0
97452,1-9,n/a
97454,0,0.0
97455,1-9,n/a
97456,1-9,n/a
97457,15,146.9
97458,1-9,n/a
97459,52,368.9
97462,11,279.3
97463,1-9,n/a
97465,1-9,n/a
97467,1-9,n/a
97469,1-9,n/a
97470,35,175.1
97471,42,144.3
97477,92,249.5
97478,125,337.7
97479,41,431.4
97487,13,153.9
97488,1-9,n/a
97495,1-9,n/a
97496,10,131.0
97497,0,0.0
97498,1-9,n/a
97499,1-9,n/a
97501,344,816.8
97502,110,397.2
97503,132,1253.8
97504,167,375.8
97520,46,188.0
97523,10,159.6
97524,49,338.9
97525,17,369.5
97526,72,210.5
97527,74,219.5
97530,19,274.7
97532,1-9,n/a
97535,19,376.5
97537,18,260.2
97538,0,0.0
97539,1-9,n/a
97540,38,479.2
97541,1-9,n/a
97544,0,0.0
97601,94,418.5
97603,91,308.2
97623,1-9,n/a
97624,10,285.7
97630,28,549.5
97632,1-9,n/a
97633,13,955.2
97641,0,0.0
97701,200,339.0
97702,223,549.5
97703,94,283.3
97707,1-9,n/a
97708,1-9,n/a
97720,1-9,n/a
97734,21,753.8
97738,1-9,n/a
97739,18,163.4
97741,169,1418.7
97753,1-9,n/a
97754,56,301.5
97756,140,417.2
97759,25,397.2
97760,25,370.0
97761,284,7123.2
97801,554,2574.2
97813,10,768.0
97814,83,670.3
97818,332,7982.7
97820,0,0.0
97824,10,602.0
97826,25,2304.1
97827,14,532.7
97828,10,320.1
97836,11,554.7
97838,1512,5965.4
97844,124,3258.0
97845,1-9,n/a
97846,1-9,n/a
97850,377,2223.5
97862,143,1225.8
97865,1-9,n/a
97868,21,1054.7
97869,1-9,n/a
97875,127,4865.9
97882,448,5773.2
97883,10,404.4
97885,1-9,n/a
97886,12,1052.6
97913,209,3781.4
97914,1074,5592.3
97918,100,2204.1
