zip_code,cases,cases_norm
97002,13,23.1
97003,62,24.0
97004,1-9,NA
97005,48,19.3
97006,94,14.9
97007,83,12.4
97008,30,10.4
97009,11,14.2
97013,118,52.0
97014,1-9,NA
97015,34,17.4
97016,1-9,NA
97017,1-9,NA
97018,1-9,NA
97019,1-9,NA
97021,0,NA
97022,0,NA
97023,10,10.2
97024,103,100.6
97026,50,131.1
97027,22,18.1
97030,126,34.3
97031,75,40.8
97032,32,63.5
97034,22,11.6
97035,34,14.2
97038,48,31.8
97040,1-9,NA
97041,1-9,NA
97042,1-9,NA
97045,105,20.4
97048,1-9,NA
97049,0,NA
97051,1-9,NA
97053,1-9,NA
97054,0,NA
97055,21,12.1
97056,10,8.7
97058,64,32.3
97060,69,32.5
97062,93,33.9
97063,0,NA
97064,1-9,NA
97067,0,NA
97068,20,7.1
97070,28,13.4
97071,286,99.3
97078,82,38.3
97080,144,35.2
97086,46,17.7
97089,19,15.9
97101,1-9,NA
97103,26,15.4
97106,1-9,NA
97107,0,NA
97110,0,NA
97111,0,NA
97112,0,NA
97113,116,82.0
97114,1-9,NA
97115,1-9,NA
97116,120,49.8
97119,1-9,NA
97121,1-9,NA
97123,203,45.6
97124,102,21.1
97127,1-9,NA
97128,46,12.7
97131,1-9,NA
97132,41,14.5
97133,1-9,NA
97136,0,NA
97137,0,NA
97138,1-9,NA
97140,33,14.1
97141,1-9,NA
97146,14,23.7
97148,1-9,NA
97201,17,11.0
97202,42,10.8
97203,97,31.3
97204,1-9,NA
97205,1-9,NA
97206,92,19.3
97209,34,22.7
97210,1-9,NA
97211,57,18.2
97212,25,10.4
97213,56,19.2
97214,56,23.5
97215,18,11.0
97216,44,28.2
97217,69,22.0
97218,38,26.1
97219,76,19.6
97220,81,28.4
97221,11,9.5
97222,79,22.6
97223,87,18.6
97224,51,16.4
97225,35,14.5
97227,1-9,NA
97229,60,10.3
97230,154,38.7
97231,1-9,NA
97232,12,10.5
97233,245,62.2
97236,336,91.2
97239,1-9,NA
97266,109,32.7
97267,65,21.1
97301,192,35.9
97302,94,25.3
97303,151,39.1
97304,97,34.1
97305,192,47.8
97306,93,34.0
97317,86,35.3
97321,38,15.2
97322,44,12.9
97324,0,NA
97325,18,27.2
97327,1-9,NA
97330,45,10.9
97331,1-9,NA
97333,12,5.6
97338,13,6.5
97341,1-9,NA
97344,0,NA
97347,1-9,NA
97348,1-9,NA
97351,17,16.5
97352,1-9,NA
97355,48,16.8
97358,0,NA
97360,1-9,NA
97361,1-9,NA
97362,19,43.8
97365,269,250.4
97366,1-9,NA
97367,1-9,NA
97368,1-9,NA
97370,11,13.3
97374,1-9,NA
97375,1-9,NA
97376,0,NA
97378,1-9,NA
97380,1-9,NA
97381,42,28.6
97383,23,24.0
97385,14,43.0
97386,1-9,NA
97389,1-9,NA
97391,1-9,NA
97392,11,21.2
97394,1-9,NA
97396,1-9,NA
97401,29,7.2
97402,26,5.2
97403,1-9,NA
97404,1-9,NA
97405,18,4.0
97408,1-9,NA
97411,0,NA
97415,1-9,NA
97417,1-9,NA
97419,0,NA
97420,1-9,NA
97423,1-9,NA
97424,1-9,NA
97426,1-9,NA
97431,0,NA
97435,0,NA
97437,0,NA
97438,1-9,NA
97439,1-9,NA
97442,0,NA
97443,0,NA
97444,1-9,NA
97446,1-9,NA
97448,1-9,NA
97449,0,NA
97452,0,NA
97454,0,NA
97455,1-9,NA
97456,0,NA
97457,1-9,NA
97458,0,NA
97459,32,22.7
97462,1-9,NA
97463,1-9,NA
97465,0,NA
97467,1-9,NA
97469,1-9,NA
97470,1-9,NA
97471,1-9,NA
97477,11,3.0
97478,19,5.1
97479,1-9,NA
97487,1-9,NA
97488,0,NA
97495,1-9,NA
97496,1-9,NA
97497,0,NA
97498,0,NA
97499,0,NA
97501,28,6.7
97502,20,7.2
97503,14,13.3
97504,23,5.2
97520,10,4.1
97523,1-9,NA
97524,1-9,NA
97525,1-9,NA
97526,13,3.8
97527,1-9,NA
97530,0,NA
97532,1-9,NA
97535,1-9,NA
97537,0,NA
97538,0,NA
97539,0,NA
97540,1-9,NA
97541,0,NA
97544,0,NA
97601,45,20.0
97603,41,13.9
97623,1-9,NA
97624,1-9,NA
97630,14,27.5
97632,1-9,NA
97633,1-9,NA
97641,0,NA
97701,46,7.8
97702,49,12.1
97703,23,6.9
97707,1-9,NA
97708,1-9,NA
97720,1-9,NA
97734,10,35.9
97738,0,NA
97739,1-9,NA
97741,31,26.0
97753,0,NA
97754,10,5.4
97756,41,12.2
97759,1-9,NA
97760,1-9,NA
97761,59,148.0
97801,35,16.3
97813,1-9,NA
97814,1-9,NA
97818,28,67.3
97820,0,NA
97824,1-9,NA
97826,1-9,NA
97827,1-9,NA
97828,1-9,NA
97836,1-9,NA
97838,314,123.9
97844,25,65.7
97845,1-9,NA
97846,1-9,NA
97850,284,167.5
97862,16,13.7
97865,0,NA
97868,1-9,NA
97869,0,NA
97875,16,61.3
97882,79,101.8
97883,1-9,NA
97885,1-9,NA
97886,1-9,NA
97913,19,34.4
97914,63,32.8
97918,15,33.1
Unknown ZIP code,65,NA
ZIP codes with,,
"<1000 population",,
"",161,NA
or no population,,
data,,
