zip_code,cases,cases_norm,week,cases_change,cases_norm_change
97124,333,688.7,2020-09-16,11,22.700000000000045
97127,23,615.0,2020-09-16,2,53.5
97128,379,1048.7,2020-09-16,28,77.5
97131,5,n/a,2020-09-16,0,0
97132,149,526.9,2020-09-16,3,10.600000000000023
97133,13,325.0,2020-09-16,0,0
97136,5,n/a,2020-09-16,0,0
97137,5,n/a,2020-09-16,0,0
97138,18,179.6,2020-09-16,0,0
97140,85,362.1,2020-09-16,2,8.5
97141,29,220.7,2020-09-16,2,15.199999999999989
97146,24,406.4,2020-09-16,2,33.799999999999955
97148,18,528.5,2020-09-16,0,0
97201,62,400.4,2020-09-16,2,12.899999999999977
97202,157,405.0,2020-09-16,7,18
97203,318,1024.4,2020-09-16,11,35.40000000000009
97204,5,n/a,2020-09-16,0,0
97205,20,260.1,2020-09-16,1,13.000000000000028
97206,279,586.2,2020-09-16,11,23.100000000000023
97209,118,789.3,2020-09-16,2,13.399999999999977
97210,41,376.6,2020-09-16,1,9.200000000000045
97211,173,553.5,2020-09-16,3,9.600000000000023
97212,81,335.7,2020-09-16,6,24.80000000000001
97213,135,462.0,2020-09-16,5,17.100000000000023
97214,137,575.3,2020-09-16,2,8.399999999999977
97215,102,622.9,2020-09-16,5,30.5
97216,152,974.7,2020-09-16,8,51.30000000000007
97217,172,547.1,2020-09-16,4,12.700000000000045
97218,175,1201.8,2020-09-16,5,34.299999999999955
97219,149,384.9,2020-09-16,4,10.299999999999955
97220,287,1007.2,2020-09-16,15,52.60000000000002
97221,37,318.1,2020-09-16,0,0
97222,198,566.1,2020-09-16,9,25.800000000000068
97223,254,543.9,2020-09-16,12,25.699999999999932
97224,159,510.9,2020-09-16,3,9.599999999999966
97225,121,500.5,2020-09-16,7,29
97227,18,467.9,2020-09-16,0,0
97229,210,360.7,2020-09-16,12,20.599999999999966
97230,492,1237.7,2020-09-16,28,70.5
97231,18,420.6,2020-09-16,0,0
97232,39,340.0,2020-09-16,4,34.89999999999998
97233,742,1884.8,2020-09-16,39,99
97236,738,2002.6,2020-09-16,34,92.29999999999995
97239,68,480.6,2020-09-16,0,0
97266,353,1060.1,2020-09-16,19,57.09999999999991
97267,160,518.8,2020-09-16,11,35.599999999999966
97301,705,1317.3,2020-09-16,43,80.29999999999995
97302,211,568.3,2020-09-16,10,27
97303,403,1042.3,2020-09-16,8,20.699999999999932
97304,276,970.0,2020-09-16,17,59.799999999999955
97305,717,1784.6,2020-09-16,39,97
97306,221,807.7,2020-09-16,15,54.80000000000007
97317,254,1042.9,2020-09-16,12,49.30000000000007
97321,110,441.3,2020-09-16,2,8.100000000000023
97322,163,478.9,2020-09-16,17,50
97324,5,n/a,2020-09-16,0,0
97325,37,559.4,2020-09-16,0,0
97327,5,n/a,2020-09-16,0,0
97330,130,313.5,2020-09-16,8,19.399999999999977
97331,5,n/a,2020-09-16,0,0
97333,52,243.3,2020-09-16,6,28.200000000000017
97338,52,259.4,2020-09-16,5,24.899999999999977
97341,5,n/a,2020-09-16,0,0
97344,5,n/a,2020-09-16,0,0
97347,5,n/a,2020-09-16,0,0
97348,5,n/a,2020-09-16,0,0
97351,85,824.7,2020-09-16,4,38.80000000000007
97352,18,321.2,2020-09-16,0,0
97355,95,332.0,2020-09-16,3,10.5
97358,0,0.0,2020-09-16,0,0
97360,5,n/a,2020-09-16,0,0
97361,56,497.4,2020-09-16,3,26.599999999999966
97362,53,1221.8,2020-09-16,4,92.20000000000005
97365,315,2931.9,2020-09-16,1,9.300000000000182
97366,10,684.9,2020-09-16,0,0
97367,85,902.7,2020-09-16,1,10.600000000000023
97368,5,n/a,2020-09-16,0,0
97370,31,374.8,2020-09-16,1,12.100000000000023
97374,12,227.9,2020-09-16,0,0
97375,12,958.5,2020-09-16,0,0
97376,5,n/a,2020-09-16,0,0
97378,29,326.5,2020-09-16,3,33.80000000000001
97380,13,530.8,2020-09-16,0,0
97381,106,720.5,2020-09-16,2,13.5
97383,53,552.8,2020-09-16,3,31.299999999999955
97385,21,644.8,2020-09-16,0,0
97386,17,125.3,2020-09-16,0,0
97389,5,n/a,2020-09-16,0,0
97391,18,336.8,2020-09-16,0,0
97392,32,616.5,2020-09-16,3,57.799999999999955
97394,5,n/a,2020-09-16,0,0
97396,5,n/a,2020-09-16,0,0
97401,123,303.5,2020-09-16,9,22.19999999999999
97402,152,301.9,2020-09-16,13,25.799999999999955
97403,27,232.3,2020-09-16,0,0
97404,75,232.5,2020-09-16,14,43.400000000000006
97405,66,147.8,2020-09-16,2,4.400000000000006
97408,39,333.0,2020-09-16,3,25.600000000000023
97411,5,n/a,2020-09-16,0,0
97415,20,142.3,2020-09-16,2,14.200000000000017
97417,5,n/a,2020-09-16,0,0
97419,5,n/a,2020-09-16,0,0
97420,57,207.5,2020-09-16,5,18.19999999999999
97423,13,190.9,2020-09-16,0,0
97424,34,193.2,2020-09-16,3,17
97426,16,164.7,2020-09-16,1,10.299999999999983
97431,5,n/a,2020-09-16,0,0
97435,5,n/a,2020-09-16,0,0
97437,5,n/a,2020-09-16,0,0
97438,5,n/a,2020-09-16,0,0
97439,22,153.4,2020-09-16,2,14
97442,5,n/a,2020-09-16,0,0
97443,5,n/a,2020-09-16,0,0
97444,5,n/a,2020-09-16,0,0
97446,23,478.0,2020-09-16,2,41.60000000000002
97448,13,106.2,2020-09-16,0,0
97449,0,0.0,2020-09-16,0,0
97452,5,n/a,2020-09-16,0,0
97454,0,0.0,2020-09-16,0,0
97455,5,n/a,2020-09-16,0,0
97456,5,n/a,2020-09-16,0,0
97457,15,146.9,2020-09-16,5,48.900000000000006
97458,5,n/a,2020-09-16,0,0
97459,52,368.9,2020-09-16,1,7.099999999999966
97462,11,279.3,2020-09-16,0,0
97463,5,n/a,2020-09-16,0,0
97465,5,n/a,2020-09-16,5,0
97467,5,n/a,2020-09-16,0,0
97469,5,n/a,2020-09-16,0,0
97470,35,175.1,2020-09-16,0,0
97471,42,144.3,2020-09-16,1,3.4000000000000057
97477,92,249.5,2020-09-16,9,24.400000000000006
97478,125,337.7,2020-09-16,13,35.099999999999966
97479,41,431.4,2020-09-16,0,0
97487,13,153.9,2020-09-16,1,11.900000000000006
97488,5,n/a,2020-09-16,0,0
97495,5,n/a,2020-09-16,0,0
97496,10,131.0,2020-09-16,0,0
97497,0,0.0,2020-09-16,0,0
97498,5,n/a,2020-09-16,0,0
97499,5,n/a,2020-09-16,5,0
97501,344,816.8,2020-09-16,21,49.799999999999955
97502,110,397.2,2020-09-16,12,43.30000000000001
97503,132,1253.8,2020-09-16,11,104.5
97504,167,375.8,2020-09-16,6,13.5
97520,46,188.0,2020-09-16,6,24.5
97523,10,159.6,2020-09-16,0,0
97524,49,338.9,2020-09-16,4,27.69999999999999
97525,17,369.5,2020-09-16,0,0
97526,72,210.5,2020-09-16,2,5.900000000000006
97527,74,219.5,2020-09-16,6,17.80000000000001
97530,19,274.7,2020-09-16,1,14.399999999999977
97532,5,n/a,2020-09-16,0,0
97535,19,376.5,2020-09-16,0,0
97537,18,260.2,2020-09-16,1,14.5
97538,0,0.0,2020-09-16,0,0
97539,5,n/a,2020-09-16,0,0
97540,38,479.2,2020-09-16,3,37.80000000000001
97541,5,n/a,2020-09-16,0,0
97544,0,0.0,2020-09-16,0,0
97601,94,418.5,2020-09-16,2,8.899999999999977
97603,91,308.2,2020-09-16,4,13.5
97623,5,n/a,2020-09-16,0,0
97624,10,285.7,2020-09-16,0,0
97630,28,549.5,2020-09-16,-1,-19.57000000000005
97632,5,n/a,2020-09-16,0,0
97633,13,955.2,2020-09-16,0,0
97641,0,0.0,2020-09-16,0,0
97701,200,339.0,2020-09-16,-14,-23.80000000000001
97702,223,549.5,2020-09-16,31,76.39999999999998
97703,94,283.3,2020-09-16,4,12.100000000000023
97707,5,n/a,2020-09-16,0,0
97708,5,n/a,2020-09-16,0,0
97720,5,n/a,2020-09-16,0,0
97734,21,753.8,2020-09-16,2,71.79999999999995
97738,5,n/a,2020-09-16,0,0
97739,18,163.4,2020-09-16,1,9.099999999999994
97741,169,1418.7,2020-09-16,5,41.90000000000009
97753,5,n/a,2020-09-16,0,0
97754,56,301.5,2020-09-16,2,10.800000000000011
97756,140,417.2,2020-09-16,7,20.80000000000001
97759,25,397.2,2020-09-16,0,0
97760,25,370.0,2020-09-16,0,0
97761,284,7123.2,2020-09-16,7,175.59999999999945
97801,554,2574.2,2020-09-16,5,23.199999999999818
97813,10,768.0,2020-09-16,5,0
97814,83,670.3,2020-09-16,2,16.09999999999991
97818,332,7982.7,2020-09-16,16,384.6999999999998
97820,0,0.0,2020-09-16,0,0
97824,10,602.0,2020-09-16,0,0
97826,25,2304.1,2020-09-16,2,184.29999999999973
97827,14,532.7,2020-09-16,1,38.00000000000006
97828,10,320.1,2020-09-16,0,0
97836,11,554.7,2020-09-16,0,0
97838,1512,5965.4,2020-09-16,24,94.69999999999982
97844,124,3258.0,2020-09-16,2,52.5
97845,5,n/a,2020-09-16,0,0
97846,5,n/a,2020-09-16,0,0
97850,377,2223.5,2020-09-16,6,35.40000000000009
97862,143,1225.8,2020-09-16,6,51.399999999999864
97865,5,n/a,2020-09-16,0,0
97868,21,1054.7,2020-09-16,0,0
97869,5,n/a,2020-09-16,0,0
97875,127,4865.9,2020-09-16,4,153.29999999999927
97882,448,5773.2,2020-09-16,39,502.59999999999945
97883,10,404.4,2020-09-16,5,0
97885,5,n/a,2020-09-16,0,0
97886,12,1052.6,2020-09-16,0,0
97913,209,3781.4,2020-09-16,18,325.7000000000003
97914,1074,5592.3,2020-09-16,78,406.1999999999998
97918,100,2204.1,2020-09-16,21,462.89999999999986
97002,48,853.6,2020-09-23,1,17.700000000000045
97003,229,884.7,2020-09-23,5,19.300000000000068
97004,23,524.2,2020-09-23,3,68.40000000000003
97005,294,1180.4,2020-09-23,6,24.100000000000136
97006,342,542.5,2020-09-23,11,17.399999999999977
97007,321,479.4,2020-09-23,30,44.799999999999955
97008,195,673.1,2020-09-23,7,24.100000000000023
97009,62,798.8,2020-09-23,1,12.899999999999977
97013,261,1150.4,2020-09-23,7,30.90000000000009
97014,5,n/a,2020-09-23,0,0
97015,174,891.3,2020-09-23,9,46.09999999999991
97016,27,443.9,2020-09-23,6,98.69999999999999
97017,5,n/a,2020-09-23,0,0
97018,10,512.3,2020-09-23,5,0
97019,34,1075.6,2020-09-23,0,0
97021,5,n/a,2020-09-23,0,0
97022,19,510.5,2020-09-23,1,26.899999999999977
97023,48,488.2,2020-09-23,2,20.30000000000001
97024,223,2177.3,2020-09-23,3,29.300000000000182
97026,120,3145.5,2020-09-23,7,183.5
97027,50,412.2,2020-09-23,0,0
97030,490,1335.4,2020-09-23,26,70.90000000000009
97031,192,1044.9,2020-09-23,6,32.700000000000045
97032,114,2260.6,2020-09-23,5,99.19999999999982
97034,68,359.7,2020-09-23,3,15.899999999999977
97035,87,363.8,2020-09-23,7,29.19999999999999
97038,100,661.7,2020-09-23,4,26.5
97040,10,803.9,2020-09-23,0,0
97041,33,1171.5,2020-09-23,1,35.5
97042,18,615.8,2020-09-23,1,34.19999999999993
97045,310,603.6,2020-09-23,18,35.10000000000002
97048,28,418.5,2020-09-23,2,29.899999999999977
97049,5,n/a,2020-09-23,0,0
97051,47,294.5,2020-09-23,2,12.5
97053,5,n/a,2020-09-23,0,0
97054,5,n/a,2020-09-23,0,0
97055,71,409.2,2020-09-23,2,11.5
97056,28,243.5,2020-09-23,0,0
97058,221,1114.0,2020-09-23,16,80.59999999999991
97060,247,1163.7,2020-09-23,10,47.100000000000136
97062,263,958.7,2020-09-23,6,21.90000000000009
97063,5,n/a,2020-09-23,0,0
97064,10,288.7,2020-09-23,5,0
97067,13,608.0,2020-09-23,0,0
97068,90,318.0,2020-09-23,8,28.30000000000001
97070,155,739.6,2020-09-23,6,28.600000000000023
97071,1021,3544.8,2020-09-23,37,128.5
97078,257,1199.2,2020-09-23,9,42
97080,523,1279.1,2020-09-23,26,63.59999999999991
97086,215,826.6,2020-09-23,16,61.5
97089,87,725.8,2020-09-23,6,50
97101,26,685.3,2020-09-23,1,26.399999999999977
97103,54,320.3,2020-09-23,7,41.5
97106,27,593.4,2020-09-23,0,0
97107,0,0,2020-09-23,0,0
97110,5,n/a,2020-09-23,0,0
97111,15,475.3,2020-09-23,0,0
97112,0,0,2020-09-23,0,0
97113,267,1886.3,2020-09-23,6,42.399999999999864
97114,47,987.0,2020-09-23,1,21
97115,23,555.7,2020-09-23,1,24.200000000000045
97116,271,1124.3,2020-09-23,8,33.200000000000045
97119,16,362.0,2020-09-23,1,22.600000000000023
97121,5,n/a,2020-09-23,0,0
97123,586,1315.8,2020-09-23,24,53.899999999999864
97124,348,719.8,2020-09-23,15,31.09999999999991
97127,28,748.7,2020-09-23,5,133.70000000000005
97128,392,1084.6,2020-09-23,13,35.899999999999864
97131,5,n/a,2020-09-23,0,0
97132,156,551.7,2020-09-23,7,24.800000000000068
97133,13,325.0,2020-09-23,0,0
97136,5,n/a,2020-09-23,0,0
97137,5,n/a,2020-09-23,0,0
97138,20,199.6,2020-09-23,2,20
97140,88,374.9,2020-09-23,3,12.799999999999955
97141,33,251.1,2020-09-23,4,30.400000000000006
97146,30,508.0,2020-09-23,6,101.60000000000002
97148,19,557.8,2020-09-23,1,29.299999999999955
97201,62,400.4,2020-09-23,0,0
97202,162,417.9,2020-09-23,5,12.899999999999977
97203,322,1037.3,2020-09-23,4,12.899999999999864
97204,5,n/a,2020-09-23,0,0
97205,21,273.2,2020-09-23,1,13.099999999999966
97206,288,605.1,2020-09-23,9,18.899999999999977
97209,124,829.4,2020-09-23,6,40.10000000000002
97210,42,385.8,2020-09-23,1,9.199999999999989
97211,178,569.5,2020-09-23,5,16
97212,86,356.5,2020-09-23,5,20.80000000000001
97213,137,468.9,2020-09-23,2,6.899999999999977
97214,147,617.3,2020-09-23,10,42
97215,105,641.2,2020-09-23,3,18.300000000000068
97216,160,1026.0,2020-09-23,8,51.299999999999955
97217,177,563.0,2020-09-23,5,15.899999999999977
97218,178,1222.4,2020-09-23,3,20.600000000000136
97219,163,421.1,2020-09-23,14,36.200000000000045
97220,300,1052.8,2020-09-23,13,45.59999999999991
97221,40,343.9,2020-09-23,3,25.799999999999955
97222,209,597.5,2020-09-23,11,31.399999999999977
97223,272,582.5,2020-09-23,18,38.60000000000002
97224,169,543.0,2020-09-23,10,32.10000000000002
97225,133,550.1,2020-09-23,12,49.60000000000002
97227,19,493.9,2020-09-23,1,26
97229,227,389.9,2020-09-23,17,29.19999999999999
97230,512,1288.0,2020-09-23,20,50.299999999999955
97231,18,420.6,2020-09-23,0,0
97232,39,340.0,2020-09-23,0,0
97233,790,2006.8,2020-09-23,48,122
97236,752,2040.6,2020-09-23,14,38
97239,70,494.7,2020-09-23,2,14.099999999999966
97266,370,1111.1,2020-09-23,17,51
97267,164,531.8,2020-09-23,4,13
97301,735,1373.4,2020-09-23,30,56.100000000000136
97302,227,611.3,2020-09-23,16,43
97303,423,1094.1,2020-09-23,20,51.799999999999955
97304,285,1001.6,2020-09-23,9,31.600000000000023
97305,758,1886.7,2020-09-23,41,102.10000000000014
97306,238,869.9,2020-09-23,17,62.19999999999993
97317,267,1096.3,2020-09-23,13,53.399999999999864
97321,114,457.3,2020-09-23,4,16
97322,182,534.7,2020-09-23,19,55.80000000000007
97324,5,n/a,2020-09-23,0,0
97325,40,604.8,2020-09-23,3,45.39999999999998
97327,5,n/a,2020-09-23,0,0
97330,138,332.8,2020-09-23,8,19.30000000000001
97331,23,955.1,2020-09-23,18,0
97333,59,276.0,2020-09-23,7,32.69999999999999
97338,54,269.4,2020-09-23,2,10
97341,5,n/a,2020-09-23,0,0
97344,5,n/a,2020-09-23,0,0
97347,5,n/a,2020-09-23,0,0
97348,5,n/a,2020-09-23,0,0
97351,87,844.1,2020-09-23,2,19.399999999999977
97352,20,356.9,2020-09-23,2,35.69999999999999
97355,97,339.0,2020-09-23,2,7
97358,0,0,2020-09-23,0,0
97360,5,n/a,2020-09-23,0,0
97361,59,524.1,2020-09-23,3,26.700000000000045
97362,56,1290.9,2020-09-23,3,69.10000000000014
97365,313,2913.3,2020-09-23,-2,-18.59999999999991
97366,10,684.9,2020-09-23,0,0
97367,87,924.0,2020-09-23,2,21.299999999999955
97368,5,n/a,2020-09-23,0,0
97370,31,374.8,2020-09-23,0,0
97374,12,227.9,2020-09-23,0,0
97375,12,958.5,2020-09-23,0,0
97376,5,n/a,2020-09-23,0,0
97378,29,326.5,2020-09-23,0,0
97380,13,530.8,2020-09-23,0,0
97381,110,747.7,2020-09-23,4,27.200000000000045
97383,57,594.6,2020-09-23,4,41.80000000000007
97385,24,736.9,2020-09-23,3,92.10000000000002
97386,19,140.0,2020-09-23,2,14.700000000000003
97389,5,n/a,2020-09-23,0,0
97391,18,336.8,2020-09-23,0,0
97392,32,616.5,2020-09-23,0,0
97394,5,n/a,2020-09-23,0,0
97396,5,n/a,2020-09-23,0,0
97401,156,385.0,2020-09-23,33,81.5
97402,166,329.7,2020-09-23,14,27.80000000000001
97403,33,283.9,2020-09-23,6,51.599999999999966
97404,90,279.0,2020-09-23,15,46.5
97405,70,156.8,2020-09-23,4,9
97408,44,375.7,2020-09-23,5,42.69999999999999
97411,5,n/a,2020-09-23,0,0
97415,22,156.6,2020-09-23,2,14.299999999999983
97417,5,n/a,2020-09-23,0,0
97419,5,n/a,2020-09-23,0,0
97420,61,222.0,2020-09-23,4,14.5
97423,13,190.9,2020-09-23,0,0
97424,35,198.9,2020-09-23,1,5.700000000000017
97426,16,164.7,2020-09-23,0,0
97431,5,n/a,2020-09-23,0,0
97435,5,n/a,2020-09-23,0,0
97437,5,n/a,2020-09-23,0,0
97438,5,n/a,2020-09-23,0,0
97439,22,153.4,2020-09-23,0,0
97442,5,n/a,2020-09-23,0,0
97443,5,n/a,2020-09-23,0,0
97444,5,n/a,2020-09-23,0,0
97446,32,665.0,2020-09-23,9,187
97448,16,130.7,2020-09-23,3,24.499999999999986
97449,0,0,2020-09-23,0,0
97452,5,n/a,2020-09-23,0,0
97454,0,0,2020-09-23,0,0
97455,5,n/a,2020-09-23,0,0
97456,5,n/a,2020-09-23,0,0
97457,24,235.1,2020-09-23,9,88.19999999999999
97458,5,n/a,2020-09-23,0,0
97459,55,390.2,2020-09-23,3,21.30000000000001
97462,12,304.7,2020-09-23,1,25.399999999999977
97463,5,n/a,2020-09-23,0,0
97465,5,n/a,2020-09-23,0,0
97467,5,n/a,2020-09-23,0,0
97469,5,n/a,2020-09-23,0,0
97470,37,185.1,2020-09-23,2,10
97471,44,151.2,2020-09-23,2,6.899999999999977
97477,106,287.5,2020-09-23,14,38
97478,135,364.8,2020-09-23,10,27.100000000000023
97479,42,441.9,2020-09-23,1,10.5
97487,17,201.2,2020-09-23,4,47.29999999999998
97488,5,n/a,2020-09-23,0,0
97495,5,n/a,2020-09-23,0,0
97496,10,131.0,2020-09-23,0,0
97497,0,0,2020-09-23,0,0
97498,5,n/a,2020-09-23,0,0
97499,5,n/a,2020-09-23,0,0
97501,372,883.3,2020-09-23,28,66.5
97502,114,411.6,2020-09-23,4,14.400000000000034
97503,141,1339.3,2020-09-23,9,85.5
97504,186,418.5,2020-09-23,19,42.69999999999999
97520,53,216.6,2020-09-23,7,28.599999999999994
97523,10,159.6,2020-09-23,0,0
97524,55,380.4,2020-09-23,6,41.5
97525,17,369.5,2020-09-23,0,0
97526,77,225.1,2020-09-23,5,14.599999999999994
97527,77,228.4,2020-09-23,3,8.900000000000006
97530,19,274.7,2020-09-23,0,0
97532,5,n/a,2020-09-23,0,0
97535,27,535.0,2020-09-23,8,158.5
97537,17,245.7,2020-09-23,-1,-14.5
97538,0,0,2020-09-23,0,0
97539,5,n/a,2020-09-23,0,0
97540,40,504.4,2020-09-23,2,25.19999999999999
97541,5,n/a,2020-09-23,0,0
97544,0,0,2020-09-23,0,0
97601,115,512.0,2020-09-23,21,93.5
97603,95,321.8,2020-09-23,4,13.600000000000023
97623,5,n/a,2020-09-23,0,0
97624,18,514.3,2020-09-23,8,228.59999999999997
97630,27,529.8,2020-09-23,-1,-19.700000000000045
97632,5,n/a,2020-09-23,0,0
97633,13,955.2,2020-09-23,0,0
97641,0,0,2020-09-23,0,0
97701,206,349.2,2020-09-23,6,10.199999999999989
97702,245,603.7,2020-09-23,22,54.200000000000045
97703,105,316.4,2020-09-23,11,33.099999999999966
97707,5,n/a,2020-09-23,0,0
97708,5,n/a,2020-09-23,0,0
97720,5,n/a,2020-09-23,0,0
97734,21,753.8,2020-09-23,0,0
97738,5,n/a,2020-09-23,0,0
97739,20,181.5,2020-09-23,2,18.099999999999994
97741,174,1460.7,2020-09-23,5,42
97753,5,n/a,2020-09-23,0,0
97754,57,306.9,2020-09-23,1,5.399999999999977
97756,149,444.1,2020-09-23,9,26.900000000000034
97759,25,397.2,2020-09-23,0,0
97760,25,370.0,2020-09-23,0,0
97761,304,7624.8,2020-09-23,20,501.60000000000036
97801,572,2657.9,2020-09-23,18,83.70000000000027
97813,10,768.0,2020-09-23,0,0
97814,84,678.4,2020-09-23,1,8.100000000000023
97818,341,8199.1,2020-09-23,9,216.40000000000055
97820,0,0,2020-09-23,0,0
97824,10,602.0,2020-09-23,0,0
97826,25,2304.1,2020-09-23,0,0
97827,14,532.7,2020-09-23,0,0
97828,15,480.2,2020-09-23,5,160.09999999999997
97836,11,554.7,2020-09-23,0,0
97838,1528,6028.6,2020-09-23,16,63.20000000000073
97844,130,3415.7,2020-09-23,6,157.69999999999982
97845,5,n/a,2020-09-23,0,0
97846,5,n/a,2020-09-23,0,0
97850,379,2235.3,2020-09-23,2,11.800000000000182
97862,148,1268.6,2020-09-23,5,42.799999999999955
97865,5,n/a,2020-09-23,0,0
97868,22,1105.0,2020-09-23,1,50.299999999999955
97869,5,n/a,2020-09-23,0,0
97875,127,4865.9,2020-09-23,0,0
97882,457,5889.2,2020-09-23,9,116
97883,10,404.4,2020-09-23,0,0
97885,5,n/a,2020-09-23,0,0
97886,12,1052.6,2020-09-23,0,0
97913,245,4432.8,2020-09-23,36,651.4000000000001
97914,1150,5988.0,2020-09-23,76,395.6999999999998
97918,112,2468.6,2020-09-23,12,264.5
97002,48,853.6,2020-09-30,0,0
97003,240,927.2,2020-09-30,11,42.5
97004,23,524.2,2020-09-30,0,0
97005,302,1212.6,2020-09-30,8,32.19999999999982
97006,358,567.9,2020-09-30,16,25.399999999999977
97007,339,506.3,2020-09-30,18,26.900000000000034
97008,199,686.9,2020-09-30,4,13.799999999999955
97009,63,811.6,2020-09-30,1,12.800000000000068
97013,271,1194.5,2020-09-30,10,44.09999999999991
97014,5,n/a,2020-09-30,0,0
97015,196,1004.0,2020-09-30,22,112.70000000000005
97016,30,493.2,2020-09-30,3,49.30000000000001
97017,5,n/a,2020-09-30,0,0
97018,10,512.3,2020-09-30,0,0
97019,34,1075.6,2020-09-30,0,0
97021,5,n/a,2020-09-30,0,0
97022,21,564.2,2020-09-30,2,53.700000000000045
97023,52,528.9,2020-09-30,4,40.69999999999999
97024,235,2294.5,2020-09-30,12,117.19999999999982
97026,126,3302.8,2020-09-30,6,157.30000000000018
97027,54,445.1,2020-09-30,4,32.900000000000034
97030,514,1400.8,2020-09-30,24,65.39999999999986
97031,196,1066.7,2020-09-30,4,21.799999999999955
97032,115,2280.4,2020-09-30,1,19.800000000000182
97034,76,402.0,2020-09-30,8,42.30000000000001
97035,91,380.6,2020-09-30,4,16.80000000000001
97038,108,714.6,2020-09-30,8,52.89999999999998
97040,10,803.9,2020-09-30,0,0
97041,36,1278.0,2020-09-30,3,106.5
97042,19,650.0,2020-09-30,1,34.200000000000045
97045,347,675.6,2020-09-30,37,72
97048,37,553.0,2020-09-30,9,134.5
97049,5,n/a,2020-09-30,0,0
97051,57,357.2,2020-09-30,10,62.69999999999999
97053,5,n/a,2020-09-30,0,0
97054,5,n/a,2020-09-30,0,0
97055,75,432.3,2020-09-30,4,23.100000000000023
97056,31,269.6,2020-09-30,3,26.100000000000023
97058,252,1270.3,2020-09-30,31,156.29999999999995
97060,260,1224.9,2020-09-30,13,61.200000000000045
97062,267,973.2,2020-09-30,4,14.5
97063,5,n/a,2020-09-30,0,0
97064,12,346.4,2020-09-30,2,57.69999999999999
97067,13,608.0,2020-09-30,0,0
97068,94,332.1,2020-09-30,4,14.100000000000023
97070,162,773.0,2020-09-30,7,33.39999999999998
97071,1056,3666.3,2020-09-30,35,121.5
97078,271,1264.5,2020-09-30,14,65.29999999999995
97080,548,1340.2,2020-09-30,25,61.100000000000136
97086,226,868.9,2020-09-30,11,42.299999999999955
97089,90,750.9,2020-09-30,3,25.100000000000023
97101,27,711.6,2020-09-30,1,26.300000000000068
97103,70,415.2,2020-09-30,16,94.89999999999998
97106,29,637.4,2020-09-30,2,44
97107,0,0,2020-09-30,0,0
97110,5,n/a,2020-09-30,0,0
97111,15,475.3,2020-09-30,0,0
97112,0,0,2020-09-30,0,0
97113,287,2027.6,2020-09-30,20,141.29999999999995
97114,49,1029.0,2020-09-30,2,42
97115,23,555.7,2020-09-30,0,0
97116,296,1228.0,2020-09-30,25,103.70000000000005
97119,18,407.2,2020-09-30,2,45.19999999999999
97121,10,723.1,2020-09-30,5,0
97123,617,1385.4,2020-09-30,31,69.60000000000014
97124,370,765.3,2020-09-30,22,45.5
97127,29,775.4,2020-09-30,1,26.699999999999932
97128,404,1117.8,2020-09-30,12,33.200000000000045
97131,5,n/a,2020-09-30,0,0
97132,164,580.0,2020-09-30,8,28.299999999999955
97133,13,325.0,2020-09-30,0,0
97136,5,n/a,2020-09-30,0,0
97137,5,n/a,2020-09-30,0,0
97138,29,289.4,2020-09-30,9,89.79999999999998
97140,91,387.7,2020-09-30,3,12.800000000000011
97141,36,274.0,2020-09-30,3,22.900000000000006
97146,80,1354.8,2020-09-30,50,846.8
97148,19,557.8,2020-09-30,0,0
97201,70,452.1,2020-09-30,8,51.700000000000045
97202,173,446.3,2020-09-30,11,28.400000000000034
97203,325,1047.0,2020-09-30,3,9.700000000000045
97204,5,n/a,2020-09-30,0,0
97205,23,299.2,2020-09-30,2,26
97206,301,632.4,2020-09-30,13,27.299999999999955
97209,127,849.5,2020-09-30,3,20.100000000000023
97210,45,413.3,2020-09-30,3,27.5
97211,189,604.7,2020-09-30,11,35.200000000000045
97212,90,373.0,2020-09-30,4,16.5
97213,141,482.6,2020-09-30,4,13.700000000000045
97214,153,642.5,2020-09-30,6,25.200000000000045
97215,109,665.6,2020-09-30,4,24.399999999999977
97216,165,1058.1,2020-09-30,5,32.09999999999991
97217,189,601.2,2020-09-30,12,38.200000000000045
97218,188,1291.1,2020-09-30,10,68.69999999999982
97219,175,452.1,2020-09-30,12,31
97220,327,1147.6,2020-09-30,27,94.79999999999995
97221,45,386.9,2020-09-30,5,43
97222,224,640.4,2020-09-30,15,42.89999999999998
97223,287,614.6,2020-09-30,15,32.10000000000002
97224,181,581.6,2020-09-30,12,38.60000000000002
97225,143,591.5,2020-09-30,10,41.39999999999998
97227,25,649.9,2020-09-30,6,156
97229,239,410.5,2020-09-30,12,20.600000000000023
97230,534,1343.3,2020-09-30,22,55.299999999999955
97231,18,420.6,2020-09-30,0,0
97232,43,374.8,2020-09-30,4,34.80000000000001
97233,830,2108.4,2020-09-30,40,101.60000000000014
97236,782,2122.0,2020-09-30,30,81.40000000000009
97239,73,515.9,2020-09-30,3,21.19999999999999
97266,397,1192.2,2020-09-30,27,81.10000000000014
97267,174,564.2,2020-09-30,10,32.40000000000009
97301,772,1442.5,2020-09-30,37,69.09999999999991
97302,236,635.6,2020-09-30,9,24.300000000000068
97303,449,1161.3,2020-09-30,26,67.20000000000005
97304,297,1043.8,2020-09-30,12,42.19999999999993
